stationId,zipcode,lat,long
3403,11215,40.6705135,-73.98876585
3404,11215,40.6704922,-73.98541675
3405,11215,40.6704836,-73.98208968
3407,11215,40.67909799721684,-73.98765474557877
3408,11201,40.6881529,-73.99520919
3409,11201,40.6867443,-73.99063168
3410,11217,40.6864442,-73.98759104
3411,11217,40.6849668,-73.98620772
3412,11217,40.6853761,-73.98302136
3413,11217,40.6827549,-73.98258555
3414,11217,40.680944723477296,-73.97567331790923
3415,11217,40.6793307,-73.97519523
3416,11217,40.6776147,-73.97324283
3417,11217,40.6795766,-73.97854971
3418,11238,40.6750207,-73.97111473
3419,11217,40.6792788,-73.98154004
3420,11217,40.6802133,-73.98432695
3422,11231,40.6859296,-74.00242364
3423,11215,40.6610633719006,-73.97945255041122
3424,10029,40.791976,-73.945993
3425,10029,40.7892105,-73.94370784
3429,11243,40.68506807308177,-73.97790759801863
3430,11222,40.71907891179564,-73.94223690032959
3435,10013,40.718822,-73.99596
3437,10025,40.79313480986663,-73.97700369358063
3440,11201,40.692418292578466,-73.98949474096298
3443,10019,40.76132983124814,-73.97982001304626
3449,11222,40.721462562298164,-73.94800901412964
3452,11222,40.71915571696044,-73.94885390996933
3453,11211,40.71335226222875,-73.9491033554077
3454,11206,40.7103685423523,-73.94705951213837
3456,11211,40.71638031973561,-73.94821286201477
3457,10022,40.76302594280519,-73.97209525108337
3459,10022,40.75763227739443,-73.96930575370789
3461,10007,40.714851505262516,-74.01122331619263
3463,10003,40.735367055605394,-73.98797392845154
3467,10012,40.72494672359416,-74.00165855884552
3469,11222,40.73181401720966,-73.95995020866394
3472,10011,40.742753828659026,-74.00747358798981
3477,11232,40.65539977447831,-74.01062786579132
3478,11232,40.65708866668485,-74.00870203971863
3479,10004,40.68512559515415,-74.02535319328308
3481,07302,40.71649,-74.04105
3483,07302,40.71942,-74.05099
3486,11201,40.688417427540834,-73.98451656103134
3490,10029,40.796879,-73.937261
3491,10035,40.79747,-73.93504
3492,10035,40.8005385,-73.9419949
3493,10035,40.799139,-73.9389152
3494,10029,40.797911,-73.9423
3495,10029,40.7945663,-73.9362541
3496,10029,40.7923272,-73.9383
3497,10029,40.7949879,-73.9333349
3498,10035,40.7974772,-73.9311847
3499,10035,40.8006721,-73.9349
3500,10029,40.7989445,-73.944846
3501,10035,40.8014866,-73.9442507
3502,10029,40.7954121,-73.9441232
3503,10035,40.80295,-73.942954
3504,10035,40.8029263,-73.9379
3505,10035,40.805726,-73.936322
3506,10035,40.8013066,-73.9398167
3507,10035,40.8045555,-73.9396861
3508,10027,40.809725,-73.953149
3509,10026,40.8011939,-73.9500739
3510,10027,40.8078316,-73.949373
3511,10026,40.802535,-73.9532423
3513,11102,40.774645,-73.923706
3514,11102,40.7767,-73.927631
3515,11102,40.774591,-73.918544
3516,11102,40.7699176,-73.9184057
3517,11102,40.7711528,-73.9170074
3518,10027,40.808442,-73.9452087
3520,10026,40.804372,-73.951475
3521,10026,40.7987859,-73.9523
3522,11103,40.7701477,-73.9120938
3523,11102,40.7729,-73.916142
3524,11105,40.7774552,-73.9225403
3525,11105,40.776165,-73.9153175
3526,11105,40.7747878,-73.9125551
3527,10035,40.80698,-73.941747
3528,11105,40.7713937,-73.9077436
3529,10037,40.8107922,-73.9430681
3530,11105,40.7787185,-73.9145645
3531,10027,40.8125511,-73.9492286
3532,11105,40.78145,-73.9183302
3533,10027,40.8114323,-73.9518776
3534,10026,40.805159,-73.954692
3535,10027,40.804038,-73.945925
3536,10027,40.8082,-73.9641
3537,11238,40.6809741,-73.9710097
3538,10025,40.802692,-73.96295
3539,10027,40.8067581,-73.9607082
3540,10027,40.81,-73.9551508
3541,10027,40.813358,-73.956461
3542,10027,40.8086249,-73.9596214
3543,10027,40.81028506306003,-73.95736455917358
3544,11238,40.6804836,-73.9646795
3545,10027,40.8120562,-73.9612547
3546,11238,40.6791944,-73.9587903
3547,10027,40.8143256,-73.9590255
3549,11238,40.678045,-73.962408
3551,10029,40.795508,-73.941606
3552,10025,40.805973,-73.964928
3553,10026,40.801694,-73.957145
3554,11101,40.7552433,-73.9485678
3555,11101,40.751047,-73.93797
3556,11101,40.7527085,-73.9397405
3557,11101,40.75742,-73.945133
3558,11238,40.6794388,-73.9680438
3559,11101,40.7576314,-73.9391224
3560,11101,40.754876,-73.934326
3561,11101,40.7531106,-73.9279917
3562,11238,40.6765198,-73.9596082
3563,11106,40.757186,-73.932719
3564,11106,40.7601853,-73.9362726
3565,11106,40.7614376,-73.9411265
3566,11106,40.7596276,-73.9321455
3567,11106,40.7627442,-73.9391141
3568,11106,40.7569332,-73.9262231
3569,11238,40.6758324,-73.9561677
3570,11101,40.7557327,-73.9236611
3571,11216,40.676368,-73.952918
3572,11101,40.756913,-73.921631
3573,11106,40.7580583,-73.9242751
3574,11238,40.6769694,-73.96579
3575,11106,40.76108,-73.930562
3576,11238,40.6767,-73.969024
3577,11106,40.7628138,-73.9342862
3578,11238,40.6741806,-73.9564947
3579,11216,40.672695,-73.954131
3580,11238,40.6737236,-73.9631611
3581,11238,40.6740123,-73.9671457
3582,11238,40.6721683,-73.9609
3583,11238,40.6716493,-73.9631145
3584,11216,40.6707767,-73.9576801
3585,11225,40.6691783,-73.9554162
3586,11106,40.7638753,-73.9364848
3587,11225,40.6686744,-73.9618148
3588,11106,40.7671863,-73.9373554
3589,11106,40.7668,-73.9347774
3590,11225,40.6679411,-73.9588
3591,11106,40.7659,-73.930819
3592,11106,40.7633589,-73.9286471
3593,11106,40.761584,-73.925921
3595,11106,40.760339,-73.9222427
3596,11225,40.6642406,-73.9574686
3597,11103,40.7577284,-73.9166368
3598,11103,40.7595701,-73.9142678
3599,11225,40.66314,-73.9605695
3601,11225,40.6627059,-73.9569115
3602,11103,40.763154,-73.920827
3603,11106,40.7647,-73.9240312
